region,scoreNN1b,scoreNN2b,nMDT,nRPC,nTGC,nBOL,clusE,rms_clustime,mindR,isolation,MET_dphi
endcap,0.4689,0.542,19,3,7,6,1.866,1.16,0.21,0.071,-2.141
endcap,0.2955,0.6846,27,7,6,9,5.362,2.534,0.292,0.142,-1.054
endcap,0.2072,0.5076,16,11,6,2,9.813,1.428,0.362,0.166,-1.158
endcap,0.1496,0.4259,14,6,7,2,10.995,1.966,0.391,0.272,-0.773
endcap,0.7679,0.8381,19,10,9,6,11.873,2.029,0.258,0.226,0.186
endcap,0.6001,0.4639,13,13,4,3,6.827,2.577,0.252,0.249,0.984
endcap,0.5427,0.0206,13,17,3,4,2.113,1.638,0.207,0.18,-0.623
endcap,0.5895,0.8629,28,5,2,3,8.742,0.625,0.388,0.285,-1.111
endcap,0.4259,0.3482,20,14,6,6,9.187,0.482,0.152,0.193,-0.7
endcap,0.2061,0.4915,14,3,7,7,7.992,1.03,0.198,0.107,0.896
endcap,0.5914,0.4698,17,12,11,4,3.886,0.802,0.361,0.199,0.586
endcap,0.5004,0.689,21,6,7,2,3.776,0.209,0.525,0.204,2.633
endcap,0.651,0.4947,20,14,8,3,5.257,0.951,0.334,0.296,0.866
endcap,0.3744,0.1595,13,8,7,4,0.614,0.523,0.14,0.102,-0.033
endcap,0.4413,0.097,18,13,6,4,7.554,1.561,0.397,0.319,-2.114
endcap,0.1365,0.1272,16,18,3,3,4.171,2.494,0.286,0.032,-0.359
endcap,0.5041,0.6724,21,9,10,1,12.876,0.716,0.484,0.284,1.409
endcap,0.3213,0.597,19,4,8,6,1.011,1.157,0.224,0.125,1.637
endcap,0.2407,0.5662,21,7,9,5,4.439,1.959,0.305,0.074,0.223
endcap,0.7565,0.2907,12,7,10,7,8.349,1.625,0.27,0.121,2.708
endcap,0.3423,0.0942,20,10,7,6,5.12,1.773,0.175,0.205,-0.996
endcap,0.6166,0.6307,14,9,9,8,3.93,1.311,0.183,0.265,-2.982
endcap,0.5425,0.9158,14,10,8,6,7.618,0.811,0.243,0.256,0.374
endcap,0.4901,0.6534,20,12,6,5,1.006,1.877,0.292,0.376,2.641
endcap,0.5778,0.1249,16,5,8,5,9.645,2.531,0.207,0.081,-1.543
endcap,0.7455,0.2926,17,7,1,4,8.777,0.786,0.159,0.286,-1.985
endcap,0.4623,0.718,9,7,6,2,5.712,1.976,0.245,0.199,2.261
endcap,0.5343,0.1807,22,10,4,4,8.219,0.66,0.098,0.292,2.38
endcap,0.2202,0.3189,20,10,7,5,5.664,0.687,0.118,0.194,2.511
endcap,0.0731,0.2325,15,8,7,4,4.074,0.723,0.405,0.312,2.521
endcap,0.5334,0.5551,14,10,2,1,3.028,0.038,0.225,0.215,-0.099
endcap,0.5549,0.462,18,9,8,3,8.016,1.441,0.175,0.283,1.997
endcap,0.1988,0.359,16,9,6,2,6.33,0.905,0.209,0.332,-2.654
endcap,0.3122,0.2771,7,6,10,2,6.927,1.762,0.319,0.12,2.647
endcap,0.3142,0.5569,13,9,3,3,3.747,1.754,0.374,0.271,-0.413
endcap,0.3058,0.1243,20,4,6,5,8.655,0.867,0.188,0.285,-0.681
endcap,0.5778,0.2232,16,8,6,6,2.916,1.439,0.358,0.124,0.293
endcap,0.3026,0.3675,16,11,4,6,2.883,1.633,0.216,0.191,-2.734
endcap,0.2295,0.35,18,6,5,6,2.196,1.001,0.244,0.079,0.264
endcap,0.1611,0.3661,17,10,6,2,2.766,1.237,0.407,0.248,0.279
endcap,0.3036,0.0092,20,11,4,1,2.283,1.374,0.376,0.13,-2.579
endcap,0.1765,0.6497,13,4,9,7,8.674,1.867,0.334,0.235,2.426
endcap,0.2103,0.2093,15,9,7,5,2.141,0.648,0.192,0.116,-1.228
endcap,0.2214,0.2514,18,8,8,5,3.227,1.642,0.239,0.27,0.337
endcap,0.6684,0.2253,22,8,2,3,4.829,2.914,0.481,0.152,3.114
endcap,0.3355,0.0,18,12,7,4,2.75,0.057,0.225,0.251,-2.794
endcap,0.1856,0.4057,17,11,10,6,7.951,2.125,0.337,0.221,1.857
endcap,0.7419,0.2752,25,7,4,5,6.824,2.526,0.294,0.164,0.589
endcap,0.5633,0.2203,13,12,9,2,9.331,1.245,0.209,0.151,1.489
endcap,0.4235,0.1712,10,8,4,5,1.486,1.591,0.293,0.15,1.887
endcap,0.2203,0.2382,21,10,9,3,4.88,1.501,0.464,0.315,-2.332
endcap,0.2986,0.4461,18,8,5,3,8.296,0.983,0.289,0.283,-1.057
endcap,0.6091,0.2002,18,6,9,3,1.359,0.49,0.281,0.083,1.404
endcap,0.5384,0.2632,17,7,3,2,3.512,0.504,0.146,0.284,0.726
endcap,0.7234,0.1585,31,12,5,8,1.701,1.273,0.372,0.183,0.067
endcap,0.2131,0.6469,21,13,8,2,10.005,1.418,0.237,0.065,1.645
endcap,0.4026,0.7921,14,7,6,7,15.826,2.523,0.174,0.016,2.003
endcap,0.6163,0.4901,15,8,5,8,4.014,1.729,0.301,0.175,1.006
endcap,0.45,0.8446,21,8,7,1,5.658,0.737,0.429,0.271,0.235
endcap,0.2266,0.6187,24,3,2,3,4.041,0.765,0.531,0.223,0.64
endcap,0.1439,0.7039,24,9,8,5,8.78,1.529,0.3,0.243,-1.791
endcap,0.5611,0.2252,21,12,10,1,2.969,1.988,0.27,0.144,-3.115
endcap,0.5593,0.6131,21,5,8,4,3.67,1.912,0.453,0.259,-2.036
endcap,0.7419,0.4834,13,12,6,6,11.934,1.738,0.257,0.091,0.503
endcap,0.5616,0.3734,13,10,7,4,10.369,1.605,0.405,0.197,-0.661
endcap,0.0195,0.3758,14,13,8,1,8.449,1.94,0.4,0.21,1.269
endcap,0.3669,0.2813,13,13,5,2,9.055,1.191,0.188,0.219,-2.907
endcap,0.5641,0.6292,24,9,4,4,3.131,0.035,0.121,0.119,3.116
endcap,0.2785,0.7282,15,13,5,6,8.802,1.31,0.244,0.182,-2.3
endcap,0.4789,0.2636,13,7,5,3,5.839,2.018,0.066,0.207,-1.695
endcap,0.1138,0.1653,16,13,2,3,3.515,1.766,0.272,0.24,-2.317
endcap,0.1543,0.9395,13,10,7,4,3.195,0.469,0.258,0.153,-1.4
endcap,0.4489,0.3028,19,10,7,3,4.75,1.178,0.347,0.124,2.558
endcap,0.1137,0.419,16,12,6,4,4.434,1.491,0.35,0.093,-2.394
endcap,0.3517,0.5224,18,8,7,2,3.524,0.878,0.505,0.195,-1.621
endcap,0.6317,0.2891,18,5,5,2,10.586,1.424,0.29,0.043,2.489
endcap,0.3891,0.3792,18,5,4,6,5.187,0.76,0.499,0.158,1.488
endcap,0.4015,0.7048,13,15,6,3,3.148,1.329,0.247,0.063,-0.95
endcap,0.521,0.4074,17,11,9,4,3.149,1.037,0.377,0.205,1.666
endcap,0.3562,0.4409,16,7,6,5,3.446,1.587,0.411,0.343,-0.914
endcap,0.5722,0.2912,21,14,8,4,3.285,1.116,0.28,0.153,-0.327
endcap,0.5347,0.6934,14,12,5,8,1.385,1.357,0.248,0.244,-1.177
endcap,0.4299,0.5465,21,8,3,3,8.02,1.385,0.271,0.176,-0.227
endcap,0.3349,0.541,20,12,4,3,6.592,1.155,0.292,0.202,1.943
endcap,0.1764,0.5822,13,4,4,3,20.145,1.399,0.244,0.228,-2.799
endcap,0.2182,0.5074,15,6,2,4,6.848,2.089,0.373,0.168,-1.277
endcap,0.251,0.5198,22,10,7,1,4.527,1.443,0.486,0.169,0.547
endcap,0.3383,0.6684,22,8,7,2,9.121,1.626,0.255,0.285,-0.003
endcap,0.5391,0.4418,25,12,9,5,1.942,1.398,0.262,0.155,1.82
endcap,0.399,0.4879,16,9,3,7,2.174,2.152,0.292,0.106,-1.764
endcap,0.165,0.4124,16,10,8,4,7.782,0.356,0.445,0.19,-0.537
endcap,0.1092,0.5726,22,3,7,6,5.047,1.301,0.209,0.142,-2.132
endcap,0.692,0.4439,20,9,2,3,11.469,1.207,0.264,0.25,1.01
endcap,0.5187,0.2393,20,15,4,1,5.84,1.603,0.429,0.195,-1.573
endcap,0.0368,0.5654,12,7,4,5,4.927,2.007,0.278,0.12,-0.696
endcap,0.3926,0.2191,20,5,4,2,6.16,2.498,0.239,0.214,-1.427
endcap,0.3118,0.2531,23,9,11,6,10.489,1.259,0.373,0.164,-0.027
endcap,0.5118,0.495,21,7,7,5,21.669,1.635,0.289,0.247,0.834
endcap,0.0261,0.2824,16,7,5,3,5.619,1.272,0.192,0.152,-0.639
endcap,0.608,0.3769,22,5,9,4,8.652,2.127,0.411,0.245,1.333
endcap,0.484,0.5628,22,11,6,5,10.575,1.865,0.238,0.178,-3.115
endcap,0.5579,0.2325,32,5,4,6,11.633,2.233,0.392,0.117,2.662
endcap,0.323,0.9063,24,9,14,5,4.804,0.999,0.207,0.282,0.094
endcap,0.6253,0.4216,18,9,3,8,2.867,2.56,0.449,0.248,2.836
endcap,0.2651,0.3763,18,12,4,5,4.398,1.868,0.3,0.152,-1.751
endcap,0.3465,0.1051,16,7,10,3,3.452,0.977,0.444,0.188,2.25
endcap,0.2876,0.5326,18,3,6,6,8.732,1.74,0.224,0.248,-0.79
endcap,0.5492,0.6693,21,10,5,3,2.566,1.503,0.192,0.195,-0.454
endcap,0.1574,0.527,14,7,6,4,12.267,1.371,0.411,0.324,2.851
endcap,0.2549,0.5782,11,9,7,6,2.538,1.963,0.188,0.211,-2.045
endcap,0.0,0.4777,22,8,7,4,5.119,1.233,0.231,0.235,-3.134
endcap,0.5472,0.4378,20,11,5,5,3.769,1.096,0.223,0.136,0.222
endcap,0.47,0.225,15,9,7,5,6.162,1.356,0.259,0.112,0.028
endcap,0.6413,0.1495,10,3,3,2,6.332,1.712,0.217,0.204,1.844
endcap,0.3012,0.2359,18,13,8,9,11.283,1.238,0.462,0.33,2.033
endcap,0.2551,0.1254,22,5,6,4,10.034,1.679,0.194,0.241,0.459
endcap,0.4664,0.8017,18,5,8,5,3.459,0.107,0.44,0.176,-2.519
endcap,0.5237,0.2466,16,8,6,9,4.077,1.55,0.16,0.262,1.06
endcap,0.8333,0.4507,14,9,6,8,10.909,1.51,0.366,0.144,-2.683
endcap,0.3143,0.5464,20,10,5,4,4.578,1.016,0.273,0.122,-2.929
endcap,0.2253,0.2351,19,14,8,1,7.936,1.198,0.493,0.239,1.344
endcap,0.1364,0.2069,19,10,3,6,3.828,0.83,0.362,0.109,0.024
endcap,0.459,0.1392,24,4,4,7,4.001,2.329,0.298,0.158,2.267
endcap,0.3844,0.4494,16,10,2,5,6.963,1.75,0.362,0.153,1.967
endcap,0.3881,0.0619,18,9,3,4,11.79,1.925,0.383,0.367,2.931
endcap,0.5327,0.2286,20,13,7,5,4.057,0.678,0.254,0.275,0.18
endcap,0.6462,0.0959,22,11,5,3,3.268,2.233,0.331,0.21,0.119
endcap,0.8884,0.5601,15,12,5,3,6.433,1.309,0.276,0.249,-0.647
endcap,0.0917,0.5406,23,7,5,4,12.152,1.019,0.303,0.246,-0.765
endcap,0.4845,0.1829,22,10,4,3,10.337,2.021,0.172,0.232,1.189
endcap,0.1589,0.4534,21,7,5,9,4.574,1.913,0.377,0.139,0.651
endcap,0.0925,0.5623,19,8,4,7,7.129,0.904,0.368,0.274,2.143
endcap,0.6589,0.5628,15,12,6,1,14.667,1.224,0.258,0.279,-1.132
endcap,0.4898,0.4716,10,6,4,0,2.382,1.286,0.265,0.266,-2.532
endcap,0.5972,0.7381,16,8,10,10,6.48,2.131,0.314,0.15,0.782
endcap,0.4631,0.701,19,7,5,2,8.414,1.58,0.209,0.22,-1.526
endcap,0.4407,0.1406,15,9,3,1,4.752,1.73,0.257,0.305,1.693
endcap,0.4021,0.3788,15,10,8,4,2.733,0.105,0.271,0.236,1.13
endcap,0.1845,0.09,19,11,6,4,6.053,1.364,0.241,0.103,-1.9
endcap,0.2309,0.3052,14,9,7,2,2.548,1.883,0.298,0.206,0.909
endcap,0.5856,0.4169,22,9,8,5,3.047,2.297,0.175,0.2,-3.011
endcap,0.8219,0.515,22,9,3,2,10.823,0.959,0.237,0.181,-0.177
endcap,0.3344,0.5487,17,6,3,5,5.193,1.946,0.255,0.33,-2.5
endcap,0.5763,0.5051,14,12,14,2,5.77,0.722,0.419,0.169,1.115
endcap,0.266,0.2353,17,3,7,4,7.211,1.685,0.26,0.132,0.371
endcap,0.7861,0.4691,13,10,6,6,5.259,1.334,0.434,0.237,1.518
endcap,0.3981,0.3456,17,7,2,1,5.56,1.924,0.333,0.129,2.792
endcap,0.4772,0.1376,14,9,5,4,5.364,2.335,0.22,0.189,1.266
endcap,0.6181,0.4267,19,6,7,7,6.046,2.263,0.446,0.168,2.818
endcap,0.7798,0.1386,19,3,6,4,1.775,1.802,0.465,0.272,-1.058
endcap,0.865,0.5209,15,14,2,4,8.063,1.128,0.218,0.118,-2.793
endcap,0.4642,0.2898,15,5,5,4,6.125,0.624,0.383,0.241,0.059
endcap,0.2527,0.0543,22,7,6,2,3.384,1.181,0.304,0.127,1.754
endcap,0.1661,0.7284,21,9,7,5,8.401,1.84,0.344,0.108,-0.416
endcap,0.4079,0.1454,15,10,5,5,9.773,0.89,0.342,0.22,-1.246
endcap,0.3524,0.7051,23,10,6,8,1.661,1.635,0.301,0.157,-2.865
endcap,0.0139,0.0,13,9,4,4,4.279,3.117,0.2,0.227,-1.375
endcap,0.2834,0.6713,18,12,6,2,5.281,0.863,0.194,0.273,0.963
endcap,0.2692,0.07,19,7,2,4,8.135,1.787,0.095,0.096,1.94
endcap,0.6995,0.5289,14,10,5,2,4.619,1.643,0.257,0.227,-1.251
endcap,0.4723,0.5915,13,12,5,6,1.134,1.669,0.226,0.349,0.443
endcap,0.5403,0.4523,18,10,11,2,2.702,1.662,0.455,0.311,-0.084
endcap,0.4024,0.2723,17,6,10,6,4.612,1.45,0.384,0.191,-1.988
endcap,0.7994,0.357,21,7,11,6,4.619,1.879,0.307,0.199,1.287
endcap,0.3702,0.2462,23,3,8,4,5.301,2.229,0.191,0.19,1.793
endcap,0.4918,0.595,20,10,8,3,6.091,1.807,0.151,0.313,0.352
endcap,0.3814,0.0661,21,5,8,3,6.357,0.87,0.532,0.366,0.009
endcap,0.3841,0.6377,12,7,6,3,4.566,2.004,0.1,0.179,0.761
endcap,0.3655,0.3434,18,12,5,3,11.643,2.043,0.504,0.236,-0.002
endcap,0.7975,0.6637,19,11,3,5,8.602,2.024,0.267,0.31,-1.51
endcap,0.3003,0.5442,16,5,7,2,19.002,1.584,0.214,0.071,-2.82
endcap,0.3972,0.306,22,14,4,4,3.563,1.177,0.284,0.196,-2.642
endcap,0.7542,0.112,21,9,5,4,11.14,1.449,0.186,0.028,2.533
endcap,0.7219,0.5652,17,9,8,3,1.175,1.935,0.326,0.177,2.187
endcap,0.5989,0.1579,14,6,9,4,4.961,3.031,0.214,0.115,-2.845
endcap,0.104,0.1755,17,7,6,1,2.676,1.065,0.401,0.234,-2.083
endcap,0.644,0.2035,15,8,6,6,12.836,1.08,0.293,0.178,-2.605
endcap,0.3321,0.4878,18,3,4,3,7.621,2.048,0.303,0.308,-2.99
endcap,0.263,0.4957,16,7,10,3,2.795,1.842,0.242,0.367,2.913
endcap,0.5785,0.5759,20,9,5,4,4.779,2.063,0.337,0.247,0.377
endcap,0.3382,0.5856,19,15,7,6,7.388,2.052,0.231,0.33,-2.588
endcap,0.2554,0.3067,18,11,6,3,2.032,1.709,0.211,0.2,-2.101
endcap,0.296,0.407,13,10,12,2,4.658,1.829,0.426,0.191,-2.482
endcap,0.5629,0.1777,17,7,6,1,5.308,0.698,0.428,0.225,1.112
endcap,0.3793,0.6481,9,7,7,2,2.636,1.484,0.486,0.198,-1.21
endcap,0.0873,0.1823,16,6,2,8,9.978,1.58,0.314,0.339,2.59
endcap,0.4865,0.1983,24,3,4,3,14.48,2.273,0.228,0.211,2.944
endcap,0.131,0.3232,11,13,9,1,7.959,1.65,0.295,0.223,-0.662
endcap,0.9462,0.3279,17,10,6,3,4.238,1.746,0.402,0.317,2.81
endcap,0.2702,0.5398,20,10,7,3,10.751,1.976,0.397,0.245,2.064
endcap,0.1986,0.3605,10,7,6,0,7.441,1.404,0.346,0.105,-1.817
endcap,0.6387,0.4889,14,10,8,5,7.494,1.03,0.478,0.203,2.164
endcap,0.3608,0.2348,23,5,6,8,5.081,2.591,0.267,0.109,2.946
endcap,0.1534,0.2488,21,10,5,3,5.554,1.499,0.472,0.256,1.958
endcap,0.8116,0.3192,17,11,6,5,3.372,2.123,0.098,0.119,1.894
endcap,0.6188,0.2786,21,6,9,3,5.981,2.346,0.1,0.25,-1.834
endcap,0.1062,0.1808,22,6,5,2,4.274,1.526,0.392,0.174,2.542
endcap,0.2716,0.2745,24,8,5,3,7.802,1.752,0.342,0.309,-0.781
endcap,0.7242,0.7911,17,7,6,1,3.15,1.835,0.306,0.158,-1.865
endcap,0.1397,0.161,16,8,6,4,10.648,2.092,0.279,0.229,-2.471
endcap,0.6496,0.5368,10,7,8,0,3.328,1.888,0.271,0.083,-0.384
endcap,0.3348,0.6355,19,5,8,1,8.199,1.587,0.256,0.146,1.539
endcap,0.017,0.4173,19,8,4,2,5.818,2.668,0.081,0.198,-0.22
endcap,0.4507,0.3366,27,6,8,2,2.471,0.417,0.435,0.332,0.041
endcap,0.4027,0.6416,18,8,4,3,3.703,1.539,0.394,0.201,-0.085
endcap,0.309,0.3091,19,4,5,5,5.876,1.484,0.341,0.165,-1.728
endcap,0.4692,0.1218,20,11,7,4,1.888,0.875,0.479,0.23,-0.25
endcap,0.1096,0.4452,12,5,4,5,3.401,1.245,0.191,0.276,2.4
endcap,0.2601,0.4528,22,8,4,2,7.296,2.341,0.404,0.14,1.265
endcap,0.6236,0.4694,18,6,8,2,6.799,1.745,0.281,0.255,1.883
endcap,0.4303,0.4238,21,9,2,4,4.783,1.369,0.162,0.178,-1.661
endcap,0.5079,0.7078,23,14,9,8,7.709,0.682,0.251,0.268,-0.758
endcap,0.6665,0.5947,11,6,3,4,0.598,2.698,0.396,0.205,-0.964
endcap,0.6922,0.3808,16,7,8,8,2.816,0.861,0.352,0.269,-2.954
endcap,0.3895,0.1271,15,9,4,6,6.161,1.336,0.212,0.206,1.032
endcap,0.1511,0.4625,15,13,8,1,2.505,1.429,0.452,0.16,-3.04
endcap,0.1884,0.8685,18,10,6,3,8.904,1.389,0.264,0.224,-2.09
endcap,0.4135,0.4709,13,8,8,2,2.283,1.232,0.404,0.077,0.631
endcap,0.1432,0.3888,21,5,8,1,6.949,1.373,0.418,0.241,-2.834
endcap,0.0,0.1612,16,11,4,7,5.776,2.084,0.366,0.213,-0.862
endcap,0.7267,0.4668,21,17,5,5,7.532,1.983,0.317,0.155,-1.621
endcap,0.0861,0.3139,18,7,5,4,6.695,1.785,0.473,0.218,-2.816
endcap,0.5803,0.7449,22,11,4,4,9.432,1.588,0.324,0.25,1.202
endcap,0.2732,0.3947,19,8,9,6,0.583,1.627,0.253,0.203,-2.257
endcap,0.4633,0.4651,8,8,7,4,11.563,0.775,0.187,0.223,2.155
endcap,0.4066,0.6833,20,12,8,3,11.195,1.528,0.201,0.27,-2.286
endcap,0.4696,0.7136,13,8,4,8,4.201,1.152,0.444,0.202,-1.65
endcap,0.7503,0.3474,22,15,7,9,6.605,1.434,0.294,0.267,-2.566
endcap,0.4626,0.4299,16,7,6,7,6.109,1.368,0.385,0.144,-0.862
endcap,0.3762,0.4772,14,7,7,3,4.625,1.115,0.27,0.198,-2.027
endcap,0.3829,0.4812,14,11,5,3,3.074,0.911,0.432,0.134,0.475
endcap,0.4186,0.599,16,10,6,6,5.527,2.272,0.365,0.243,0.198
endcap,0.4995,0.1291,23,9,1,4,2.338,1.709,0.328,0.269,1.201
endcap,0.6239,0.022,17,8,2,3,2.697,1.404,0.339,0.273,0.68
endcap,0.0398,0.2401,15,10,6,3,6.669,1.848,0.149,0.296,-2.247
endcap,0.1863,0.2316,14,8,6,6,3.503,2.839,0.405,0.212,-1.867
endcap,0.4131,0.2502,17,8,8,1,2.926,2.026,0.284,0.222,0.523
endcap,0.6448,0.6202,18,4,6,6,10.033,1.971,0.28,0.298,-1.297
endcap,0.3523,0.1884,14,8,6,4,7.948,1.261,0.275,0.234,0.652
endcap,0.1268,0.4527,20,8,8,3,5.587,0.995,0.295,0.16,-2.526
endcap,0.5288,0.2954,25,10,10,6,6.248,1.432,0.361,0.114,-0.213
endcap,0.1046,0.6103,12,9,5,6,0.672,2.389,0.309,0.185,-0.734
endcap,0.5808,0.1457,19,10,6,2,9.192,0.797,0.413,0.274,-2.79
endcap,0.1298,0.7045,20,8,7,2,3.097,0.468,0.183,0.173,1.187
endcap,0.2016,0.1722,12,7,3,3,12.581,1.003,0.453,0.14,1.956
endcap,0.2227,0.5009,21,8,4,3,3.437,1.196,0.23,0.249,1.575
endcap,0.6781,0.3157,18,17,3,0,6.04,1.822,0.301,0.19,-0.315
endcap,0.064,0.1532,17,11,7,4,6.217,1.577,0.062,0.178,0.959
endcap,0.4501,0.1347,21,11,8,4,7.438,1.219,0.23,0.383,-1.201
endcap,0.2623,0.2201,18,8,6,6,8.234,1.493,0.197,0.188,-2.155
endcap,0.6523,0.2851,24,6,9,5,2.993,1.801,0.454,0.25,-1.573
endcap,0.3755,0.3801,21,10,9,6,8.197,1.089,0.46,0.249,-1.365
endcap,0.6537,0.534,13,12,10,2,4.288,1.451,0.327,0.24,-0.221
endcap,0.3069,0.7217,18,6,1,6,10.948,0.872,0.36,0.142,0.46
endcap,0.2496,0.1543,21,13,2,3,6.516,1.044,0.271,0.219,-2.427
endcap,0.6643,0.334,20,7,6,4,2.104,1.854,0.306,0.195,-0.786
endcap,0.7943,0.5044,19,8,4,7,8.264,0.47,0.236,0.259,0.362
endcap,0.6231,0.3056,24,6,6,2,3.941,2.368,0.255,0.233,-0.221
endcap,0.2054,0.5318,14,11,8,4,11.829,0.982,0.283,0.147,1.057
endcap,0.7319,0.2924,14,7,3,2,9.654,1.774,0.327,0.127,-1.06
endcap,0.4624,0.9296,21,9,5,3,0.823,2.324,0.189,0.282,2.768
endcap,0.64,0.5259,14,9,5,3,8.551,0.74,0.196,0.283,2.265
endcap,0.5433,0.5168,17,11,6,3,3.931,1.188,0.256,0.16,0.298
endcap,0.407,0.2613,23,15,8,3,14.415,0.778,0.373,0.169,3.086
endcap,0.3506,0.1163,24,9,5,6,4.553,0.401,0.291,0.075,-0.988
endcap,0.7029,0.2681,19,8,6,2,8.06,1.561,0.21,0.136,2.352
endcap,0.4451,0.5715,15,16,6,2,4.21,1.781,0.216,0.31,-1.266
endcap,0.6225,0.3081,32,7,8,1,7.789,2.252,0.317,0.207,-2.432
endcap,0.6482,0.4894,6,7,5,2,4.099,1.671,0.257,0.151,-2.632
endcap,0.4603,0.3888,11,8,2,7,9.084,1.241,0.28,0.133,1.983
endcap,0.4861,0.1772,23,8,7,4,8.446,1.908,0.224,0.321,3.124
endcap,0.7868,0.3662,13,9,3,6,4.813,2.039,0.479,0.029,-2.093
endcap,0.1925,0.2328,16,6,5,2,5.866,2.814,0.117,0.215,-3.099
endcap,0.5974,0.7437,21,7,6,3,3.077,1.757,0.436,0.287,-1.699
endcap,0.2755,0.4713,14,3,8,6,3.665,0.578,0.304,0.22,2.887
endcap,0.6274,0.2787,13,7,5,8,1.853,0.309,0.13,0.223,1.212
endcap,0.1824,0.938,17,9,10,3,6.926,1.302,0.237,0.033,-2.244
endcap,0.1045,0.5239,15,9,8,3,2.257,1.272,0.29,0.238,-2.002
endcap,0.5062,0.218,26,11,13,0,1.14,2.463,0.414,0.141,0.945
endcap,0.888,0.216,15,8,8,6,6.148,1.625,0.377,0.036,1.2
endcap,0.4515,0.4589,15,10,8,0,2.004,0.54,0.301,0.279,2.614
endcap,0.508,0.586,15,7,7,5,9.446,1.431,0.356,0.185,2.039
endcap,0.2425,0.5871,27,6,1,3,4.311,1.31,0.535,0.109,-0.949
endcap,0.4933,0.2324,10,7,8,5,3.899,0.884,0.234,0.196,2.17
endcap,0.2924,0.4583,30,8,4,4,5.637,2.601,0.351,0.22,-1.879
endcap,0.6287,0.1611,11,10,4,3,8.891,2.03,0.363,0.179,0.429
endcap,0.7684,0.1655,11,10,11,4,17.902,1.2,0.216,0.195,0.476
endcap,0.1821,0.2028,24,14,7,5,3.772,1.864,0.333,0.311,-1.956
endcap,0.5337,0.7162,19,4,6,4,2.623,0.911,0.131,0.227,-2.284
endcap,0.4604,0.4764,18,16,8,5,2.324,1.253,0.22,0.081,1.632
endcap,0.2481,0.0502,21,7,5,5,10.003,0.023,0.089,0.139,1.755
endcap,0.2912,0.2022,18,5,5,5,8.54,2.388,0.342,0.341,2.554
endcap,0.5244,0.8005,17,9,4,3,1.895,1.021,0.289,0.204,-1.094
endcap,0.444,0.2717,19,8,5,1,6.256,1.387,0.264,0.122,0.805
endcap,0.1537,0.1788,18,15,6,4,2.666,1.496,0.149,0.268,-0.528
endcap,0.1107,0.5599,19,6,5,4,13.807,1.289,0.263,0.117,-2.602
endcap,0.1213,0.1144,15,12,7,6,2.354,1.632,0.336,0.256,0.771
endcap,0.3001,0.3187,15,11,6,5,12.877,1.63,0.369,0.274,3.042
endcap,0.8186,0.1248,21,10,8,4,6.25,1.686,0.202,0.165,-0.43
endcap,0.565,0.35,19,11,6,1,10.501,1.734,0.416,0.296,1.968
endcap,0.6433,0.5254,23,9,5,3,4.636,1.776,0.302,0.177,1.091
endcap,0.2635,0.2252,12,10,9,7,4.899,1.664,0.3,0.19,-0.785
endcap,0.2534,0.5563,25,9,8,7,4.585,1.508,0.443,0.156,-0.668
endcap,0.2024,0.6045,12,17,3,4,2.427,0.059,0.514,0.145,0.752
endcap,0.4577,0.2209,17,8,5,10,4.671,2.045,0.192,0.249,-3.071
endcap,0.5036,0.7993,19,6,3,5,3.414,1.898,0.349,0.24,2.426
endcap,0.0497,0.0878,24,7,8,4,3.676,0.967,0.193,0.215,-0.153
endcap,0.6248,0.2703,21,8,4,4,8.369,0.497,0.518,0.211,-1.191
endcap,0.4702,0.2485,16,11,6,3,1.031,1.158,0.218,0.337,-1.047
endcap,0.2256,0.5941,23,10,6,2,3.8,1.701,0.355,0.174,0.162
endcap,0.4867,0.4435,15,6,5,2,7.294,2.585,0.435,0.312,-0.189
endcap,0.3872,0.2868,16,12,11,2,1.16,1.29,0.16,0.212,-2.004
endcap,0.3791,0.0867,25,10,4,4,2.039,1.896,0.402,0.231,1.411
endcap,0.3939,0.1683,17,6,4,4,8.927,1.981,0.192,0.222,-0.264
endcap,0.3817,0.4067,13,7,6,2,3.28,1.537,0.296,0.271,1.646
endcap,0.24,0.4611,18,8,16,4,2.873,2.247,0.248,0.102,-2.016
endcap,0.1462,0.7888,15,11,5,0,4.22,1.697,0.246,0.139,2.444
endcap,0.1089,0.4115,21,12,3,3,1.707,1.949,0.503,0.209,-1.26
endcap,0.6101,0.3967,18,8,2,4,2.222,2.217,0.204,0.147,-1.14
endcap,0.3682,0.0358,8,10,5,4,11.201,2.145,0.339,0.127,1.619
endcap,0.2429,0.4667,20,13,9,8,1.626,1.667,0.26,0.095,0.638
endcap,0.3842,0.2309,14,13,0,5,8.146,0.577,0.278,0.282,1.111
endcap,0.5011,0.425,17,7,6,7,4.113,1.397,0.472,0.052,-1.9
endcap,0.34,0.1934,10,13,8,3,4.234,2.555,0.191,0.204,-1.533
endcap,0.3898,0.5678,17,7,6,3,1.53,1.454,0.475,0.064,-2.737
endcap,0.098,0.4077,25,8,9,3,7.295,1.99,0.454,0.164,2.479
endcap,0.3281,0.2199,14,8,7,4,5.031,0.986,0.243,0.221,-2.986
endcap,0.725,0.557,13,5,4,6,10.323,1.766,0.149,0.069,-1.13
endcap,0.4298,0.3439,19,3,6,2,9.008,1.174,0.308,0.151,2.438
